object_id,machine_type,zone,blender_id,game_type,Location,machine
SlotMachine_681,Classic,Zone F,Obj_1877,Slots,DD35,DD3504
SlotMachine_682,Classic,Zone F,Obj_1878,Slots,DD35,DD3505
SlotMachine_683,Classic,Zone F,Obj_1881,Slots,DD35,DD3506
SlotMachine_684,Classic,Zone F,Obj_1882,Slots,DD35,DD3507
SlotMachine_685,Classic,Zone F,Obj_1673,Slots,DD40,DD4004
SlotMachine_686,Classic,Zone F,Obj_1674,Slots,DD40,DD4005
SlotMachine_687,Classic,Zone F,Obj_1677,Slots,DD40,DD4006
SlotMachine_688,Classic,Zone F,Obj_1685,Slots,DD30,DD3005
SlotMachine_689,Classic,Zone F,Obj_1686,Slots,DD30,DD3006
SlotMachine_690,Classic,Zone F,Obj_1693,Slots,DD30,DD3007
SlotMachine_691,Classic,Zone F,Obj_1694,Slots,DD30,DD3008
SlotMachine_692,Classic,Zone F,Obj_1701,Slots,DD31,DD3105
SlotMachine_693,Classic,Zone F,Obj_1702,Slots,DD31,DD3106
SlotMachine_694,Classic,Zone F,Obj_1709,Slots,DD31,DD3107
SlotMachine_695,Classic,Zone F,Obj_1710,Slots,DD31,DD3108
SlotMachine_696,Classic,Zone F,Obj_1716,Slots,DD32,DD3204
SlotMachine_697,Classic,Zone F,Obj_1721,Slots,DD32,DD3205
SlotMachine_698,Classic,Zone F,Obj_1722,Slots,DD32,DD3206
SlotMachine_699,Classic,Zone F,Obj_1729,Slots,DD33,DD3305
SlotMachine_700,Classic,Zone F,Obj_1730,Slots,DD33,DD3306
SlotMachine_701,Classic,Zone F,Obj_1737,Slots,DD33,DD3307
SlotMachine_702,Classic,Zone F,Obj_1738,Slots,DD33,DD3308
SlotMachine_703,Classic,Zone F,Obj_1745,Slots,DD39,DD3911
SlotMachine_704,Classic,Zone F,Obj_1746,Slots,DD39,DD3912
SlotMachine_705,Classic,Zone F,Obj_1749,Slots,DD39,DD3913
SlotMachine_706,Classic,Zone F,Obj_1750,Slots,DD39,DD3914
SlotMachine_707,Classic,Zone F,Obj_1753,Slots,DD39,DD3915
SlotMachine_708,Classic,Zone F,Obj_1754,Slots,DD39,DD3916
SlotMachine_709,Classic,Zone F,Obj_1769,Slots,DD39,DD3917
SlotMachine_710,Classic,Zone F,Obj_1770,Slots,DD39,DD3918
SlotMachine_711,Classic,Zone F,Obj_1777,Slots,DD39,DD3919
SlotMachine_712,Classic,Zone F,Obj_1778,Slots,DD39,DD3920
SlotMachine_713,Classic,Zone F,Obj_1785,Slots,DD38,DD3812
SlotMachine_714,Classic,Zone F,Obj_1786,Slots,DD38,DD3813
SlotMachine_715,Classic,Zone F,Obj_1789,Slots,DD38,DD3814
SlotMachine_716,Classic,Zone F,Obj_1790,Slots,DD38,DD3815
SlotMachine_717,Classic,Zone F,Obj_1793,Slots,DD38,DD3816
SlotMachine_718,Classic,Zone F,Obj_1794,Slots,DD38,DD3817
SlotMachine_719,Classic,Zone F,Obj_1809,Slots,DD38,DD3818
SlotMachine_720,Classic,Zone F,Obj_1810,Slots,DD38,DD3819
SlotMachine_721,Classic,Zone F,Obj_1817,Slots,DD38,DD3820
SlotMachine_722,Classic,Zone F,Obj_1818,Slots,DD38,DD3821
SlotMachine_723,Classic,Zone F,Obj_1825,Slots,DD38,DD3822
SlotMachine_724,Classic,Zone F,Obj_1829,Slots,DD34,DD3407
SlotMachine_725,Classic,Zone F,Obj_1830,Slots,DD34,DD3408
SlotMachine_726,Classic,Zone F,Obj_1833,Slots,DD34,DD3409
SlotMachine_727,Classic,Zone F,Obj_1834,Slots,DD34,DD3410
SlotMachine_728,Classic,Zone F,Obj_1845,Slots,DD34,DD3411
SlotMachine_729,Classic,Zone F,Obj_1846,Slots,DD34,DD3412
SlotMachine_730,Classic,Zone F,Obj_1853,Slots,DD37,DD3701
SlotMachine_731,Classic,Zone F,Obj_1854,Slots,DD37,DD3702
SlotMachine_732,Classic,Zone F,Obj_1857,Slots,DD37,DD3703
SlotMachine_733,Classic,Zone F,Obj_1858,Slots,DD37,DD3704
SlotMachine_734,Classic,Zone F,Obj_1861,Slots,DD37,DD3705
SlotMachine_735,Classic,Zone F,Obj_1862,Slots,DD37,DD3706
SlotMachine_736,Classic,Zone F,Obj_1865,Slots,DD37,DD3707
SlotMachine_737,Classic,Zone F,Obj_1866,Slots,DD37,DD3708
SlotMachine_738,Classic,Zone F,Obj_1868,Slots,DD37,DD3709
SlotMachine_739,Classic,Zone F,Obj_1885,Slots,DD36,DD3601
SlotMachine_740,Classic,Zone F,Obj_1886,Slots,DD36,DD3602
SlotMachine_741,Classic,Zone F,Obj_1888,Slots,DD36,DD3603
SlotMachine_742,Classic,Zone F,Obj_1891,Slots,DD50,DD5001
SlotMachine_743,Classic,Zone F,Obj_1892,Slots,DD50,DD5002
SlotMachine_744,Classic,Zone F,Obj_1895,Slots,DD50,DD5003
SlotMachine_745,Classic,Zone F,Obj_1896,Slots,DD50,DD5004
SlotMachine_746,Classic,Zone F,Obj_1899,Slots,DD50,DD5005
SlotMachine_747,Classic,Zone F,Obj_1901,Slots,DD50,DD5006
SlotMachine_748,Classic,Zone F,Obj_1902,Slots,DD50,DD5007
SlotMachine_749,Round Banks,Zone F,Obj_1009,Slots,DD41,DD4101
SlotMachine_750,Round Banks,Zone F,Obj_1011,Slots,DD41,DD4102
SlotMachine_751,Round Banks,Zone F,Obj_1013,Slots,DD41,DD4103
SlotMachine_752,Round Banks,Zone F,Obj_1015,Slots,DD41,DD4104
